p10,p25,p50,p75,p90,metric,comid,result_type,gageid
1,1,1,2.5,3.5999999999999996,Peak_Fre_5,17100137,observed,11257500
202.8,218,270,278,292.4,DS_Dur_WS,2828012,observed,11274500
178.6,187,210,226,240.2,DS_Tim,2828012,observed,11274500
0,0,0,0,0,DS_Mag_50,2828012,observed,11274500
0.01,0.18449999999999975,1.0510000000000022,5.125,10.736,DS_Mag_90,2828012,observed,11274500
2,2,5,20,21.4,FA_Dur,2828012,observed,11274500
26.74190964858729,34.997247986533395,172.95240502085187,313.9793700378723,505.9015581947644,FA_Mag,2828012,observed,11274500
39.400000000000006,60,63,66,69.39999999999999,FA_Tim,2828012,observed,11274500
0.06485896384745356,0.07062733693394266,0.08888888888888889,0.12195121951219512,0.1543955399061033,SP_ROC,2828012,observed,11274500
24.4,29,35,51,84,SP_Dur,2828012,observed,11274500
99.2,144,317,969,1488,SP_Mag,2828012,observed,11274500
114.4,149,169,187,197.2,SP_Tim,2828012,observed,11274500
30.4,50,64,93,109,Wet_BFL_Dur,2828012,observed,11274500
0,0,1.3400000000000012,6.5,16.440000000000005,Wet_BFL_Mag_10,2828012,observed,11274500
7.14,14.45,29,66,129.60000000000002,Wet_BFL_Mag_50,2828012,observed,11274500
68,81,95,108,122,Wet_Tim,2828012,observed,11274500
114.6,124,133,141,164.79999999999998,Peak_Tim_10,2828012,observed,11274500
97.25,118.75,133.5,147.25,160.15,Peak_Tim_2,2828012,observed,11274500
101.25,110,125.25,137.5,160.6,Peak_Tim_5,2828012,observed,11274500
1,1,1,2,2,Peak_Dur_10,2828012,observed,11274500
1.7000000000000002,2,4,7.75,11,Peak_Dur_2,2828012,observed,11274500
1,1,1,3,4.300000000000001,Peak_Dur_5,2828012,observed,11274500
2227.999999999998,2227.999999999998,2227.999999999998,2227.999999999998,2227.999999999998,Peak_10,2828012,observed,11274500
553,553,553,553,553,Peak_2,2828012,observed,11274500
1628.000000000001,1628.000000000001,1628.000000000001,1628.000000000001,1628.000000000001,Peak_5,2828012,observed,11274500
1,1,1,2,2,Peak_Fre_10,2828012,observed,11274500
1,2,3,4,5.300000000000004,Peak_Fre_2,2828012,observed,11274500
1,1,1,2,2.3000000000000007,Peak_Fre_5,2828012,observed,11274500
171.8,195,206,228.5,234.8,DS_Dur_WS,347487,observed,11292500
302.6,309.75,322,333.25,339.4,DS_Tim,347487,observed,11292500
21.299999999999997,27,34.5,40.25,48.80000000000001,DS_Mag_50,347487,observed,11292500
29.299999999999997,40.15000000000001,56.60000000000001,78.9,129.7,DS_Mag_90,347487,observed,11292500
2,2,4,5,6.199999999999999,FA_Dur,347487,observed,11292500
44.341701567457505,50.005811681911794,63.996166608586755,88.86306002060604,217.58503874866744,FA_Mag,347487,observed,11292500
8.400000000000002,15,36,48,59.6,FA_Tim,347487,observed,11292500
0.03825795939648711,0.04319811743612729,0.04651701810583103,0.05173710535552641,0.05672501696755802,SP_ROC,347487,observed,11292500
50.599999999999994,56.75,65.5,76.25,83.7,SP_Dur,347487,observed,11292500
341.4,435.25,650,972.5,1257,SP_Mag,347487,observed,11292500
236.9,249,254,262.5,271.8,SP_Tim,347487,observed,11292500
59,77.75,89,105.25,116,Wet_BFL_Dur,347487,observed,11292500
37.08,44.25,68,92.1,119.94,Wet_BFL_Mag_10,347487,observed,11292500
127.75,170.625,257,389,502.2000000000001,Wet_BFL_Mag_50,347487,observed,11292500
132.9,151.25,165,176.25,193.3,Wet_Tim,347487,observed,11292500
68.30000000000001,83,83,245,249.8,Peak_Tim_10,347487,observed,11292500
228.2,231.25,242.25,249.25,252.8,Peak_Tim_2,347487,observed,11292500
78.10000000000001,83,234,245.5,259,Peak_Tim_5,347487,observed,11292500
1,1,2,4,6.399999999999999,Peak_Dur_10,347487,observed,11292500
5.500000000000001,12,22,30.5,43.10000000000002,Peak_Dur_2,347487,observed,11292500
1,1,4,5,18.79999999999999,Peak_Dur_5,347487,observed,11292500
1470.0000000000002,1470.0000000000002,1470.0000000000002,1470.0000000000002,1470.0000000000002,Peak_10,347487,observed,11292500
777.5,777.5,777.5,777.5,777.5,Peak_2,347487,observed,11292500
1284,1284,1284,1284,1284,Peak_5,347487,observed,11292500
1,1,1,2,2.5999999999999996,Peak_Fre_10,347487,observed,11292500
1,2,3,3.75,4.900000000000002,Peak_Fre_2,347487,observed,11292500
1,1,1,2,2.9999999999999964,Peak_Fre_5,347487,observed,11292500
82.2,143,179,216,242,DS_Dur_WS,347483,observed,11294000
282.7,303.25,325,352.25,374.6,DS_Tim,347483,observed,11294000
2.3200000000000003,5,12,45,151.6,DS_Mag_50,347483,observed,11294000
7.360000000000001,26,44,92,322.12000000000006,DS_Mag_90,347483,observed,11294000
2,3,4,6,8,FA_Dur,347483,observed,11294000
12.08572424326761,25.996282702212778,78.01494873132785,322.9857620962978,508.9304848118723,FA_Mag,347483,observed,11294000
2,6,19,42,62,FA_Tim,347483,observed,11294000
0.05708634330925352,0.07317073170731707,0.08375041708375042,0.11146551724137932,0.1700299127544662,SP_ROC,347483,observed,11294000
19.5,37.25,61.5,85,117,SP_Dur,347483,observed,11294000
300.3,377,592,881,1165.0000000000002,SP_Mag,347483,observed,11294000
218.2,237,249,299.5,334.6,SP_Tim,347483,observed,11294000
58,77.25,107,159.75,214.5,Wet_BFL_Dur,347483,observed,11294000
2.95,20,27.1,60.45,84.15,Wet_BFL_Mag_10,347483,observed,11294000
96.5,140.25,205,304.375,404.25,Wet_BFL_Mag_50,347483,observed,11294000
25.5,99.5,136.5,162.75,185.5,Wet_Tim,347483,observed,11294000
66.6,83,104,130.5,146,Peak_Tim_10,347483,observed,11294000
141.15000000000003,199,228.25,242.5,292.9,Peak_Tim_2,347483,observed,11294000
82.3,105.25,143.75,243.75,249.55,Peak_Tim_5,347483,observed,11294000
1,1,1,1.5,2.4000000000000004,Peak_Dur_10,347483,observed,11294000
2,5.5,12,22,34.4,Peak_Dur_2,347483,observed,11294000
1.2999999999999998,2,2,6.25,11.500000000000004,Peak_Dur_5,347483,observed,11294000
1893.000000000001,1893.000000000001,1893.000000000001,1893.000000000001,1893.000000000001,Peak_10,347483,observed,11294000
776.5,776.5,776.5,776.5,776.5,Peak_2,347483,observed,11294000
1366,1366,1366,1366,1366,Peak_5,347483,observed,11294000
1,1,1,1,1.8000000000000007,Peak_Fre_10,347483,observed,11294000
1,2,3,4,5.699999999999999,Peak_Fre_2,347483,observed,11294000
1,1,1,2,3,Peak_Fre_5,347483,observed,11294000
123.2,135.5,165,210,231.2,DS_Dur_WS,2782657,observed,11371000
241.2,251.5,266,285.5,295.6,DS_Tim,2782657,observed,11371000
12.2,16,21,26,31,DS_Mag_50,2782657,observed,11371000
25.58,34.550000000000004,56,80.2,126.94000000000004,DS_Mag_90,2782657,observed,11371000
2,3,4,6,10,FA_Dur,2782657,observed,11371000
34.00208078604212,51.49653008301938,73.99904179016914,157.47064896772105,398.95249017779577,FA_Mag,2782657,observed,11371000
9,11,24,38,50,FA_Tim,2782657,observed,11371000
0.03555555555555555,0.03846153846153846,0.04081632653061224,0.04518590156888029,0.04729054357592094,SP_ROC,2782657,observed,11371000
46.4,52.5,65,88,97.20000000000002,SP_Dur,2782657,observed,11371000
287.8,420,686,1185,2648.000000000003,SP_Mag,2782657,observed,11371000
166.4,180,191,217,242.8,SP_Tim,2782657,observed,11371000
64.8,85,120,160.5,196.80000000000004,Wet_BFL_Dur,2782657,observed,11371000
58.599999999999994,76.65,104.5,142.2,207.6800000000001,Wet_BFL_Mag_10,2782657,observed,11371000
99.8,200.5,328,467.5,571.2,Wet_BFL_Mag_50,2782657,observed,11371000
30,35,67,106,126,Wet_Tim,2782657,observed,11371000
82,82,107,134,139.7,Peak_Tim_10,2782657,observed,11371000
83.60000000000001,105.5,121.25,153.5,158.9,Peak_Tim_2,2782657,observed,11371000
82,106,137,141,146.39999999999998,Peak_Tim_5,2782657,observed,11371000
1,1,1,2,3.1999999999999993,Peak_Dur_10,2782657,observed,11371000
1,1.25,2,6.75,11.900000000000002,Peak_Dur_2,2782657,observed,11371000
1,1,1,2,3.3999999999999986,Peak_Dur_5,2782657,observed,11371000
5598.000000000002,5598.000000000002,5598.000000000002,5598.000000000002,5598.000000000002,Peak_10,2782657,observed,11371000
2410,2410,2410,2410,2410,Peak_2,2782657,observed,11371000
4262,4262,4262,4262,4262,Peak_5,2782657,observed,11371000
1,1,1,2,2,Peak_Fre_10,2782657,observed,11371000
1,1,1,2.75,4.900000000000002,Peak_Fre_2,2782657,observed,11371000
1,1,1,1,2,Peak_Fre_5,2782657,observed,11371000
111.8,135.75,155.5,188.25,223.20000000000005,DS_Dur_WS,2495296,observed,11372000
212.9,236.75,272,286.25,306.3,DS_Tim,2495296,observed,11372000
35.45,49.75,56,110.75,207,DS_Mag_50,2495296,observed,11372000
51.97,61.5,107.9,214.125,254.30000000000015,DS_Mag_90,2495296,observed,11372000
2,3,4,6,8,FA_Dur,2495296,observed,11372000
82.99875576338304,101.58764417228304,176.52425444386802,314.23364231619587,565.2100373371935,FA_Mag,2495296,observed,11372000
2,9,21.5,31.25,44.2,FA_Tim,2495296,observed,11372000
0.01110779070614208,0.01666898212466425,0.02817460317460317,0.04040743091494971,0.04978021978021978,SP_ROC,2495296,observed,11372000
20.600000000000005,36,49,70.5,99.2,SP_Dur,2495296,observed,11372000
180.8,314.5,657,1052.5,2531.0000000000027,SP_Mag,2495296,observed,11372000
164.8,179.5,206,242,263.2,SP_Tim,2495296,observed,11372000
82.60000000000001,113.5,150,185,208.2,Wet_BFL_Dur,2495296,observed,11372000
61.8,78.7,156,226.65,281.0400000000001,Wet_BFL_Mag_10,2495296,observed,11372000
98.8,143,259,363,798.8000000000002,Wet_BFL_Mag_50,2495296,observed,11372000
26,28.75,56,83,108.90000000000008,Wet_Tim,2495296,observed,11372000
90.5,107,133,147,150.3,Peak_Tim_10,2495296,observed,11372000
82.8,106.5,132.5,145.75,160.54999999999998,Peak_Tim_2,2495296,observed,11372000
99,115.5,136.5,152.5,174,Peak_Tim_5,2495296,observed,11372000
1,1,2.5,3.25,4.3,Peak_Dur_10,2495296,observed,11372000
1,2,4.5,11.25,23.40000000000001,Peak_Dur_2,2495296,observed,11372000
1,1,2,4.25,10,Peak_Dur_5,2495296,observed,11372000
8170.000000000002,8170.000000000002,8170.000000000002,8170.000000000002,8170.000000000002,Peak_10,2495296,observed,11372000
2040,2040,2040,2040,2040,Peak_2,2495296,observed,11372000
5590.000000000002,5590.000000000002,5590.000000000002,5590.000000000002,5590.000000000002,Peak_5,2495296,observed,11372000
1,1,1,2.25,3,Peak_Fre_10,2495296,observed,11372000
1,1,2,4,6,Peak_Fre_2,2495296,observed,11372000
1,1,1,1.5,4.5,Peak_Fre_5,2495296,observed,11372000
113.4,129.5,144.5,179.5,206.90000000000003,DS_Dur_WS,8063571,observed,11408850
270.1,274.5,289.5,301.25,314.3,DS_Tim,8063571,observed,11408850
24.2,34.5,39.5,45,48.900000000000006,DS_Mag_50,8063571,observed,11408850
32.2,54.95000000000005,69.7,107.7,150.18,DS_Mag_90,8063571,observed,11408850
2,3,4,5,7,FA_Dur,8063571,observed,11408850
59.99133197791844,74.97993839068329,125.97496295950026,168.0002262645172,191.98854641772505,FA_Mag,8063571,observed,11408850
6,10,22,42,50,FA_Tim,8063571,observed,11408850
0.03725641025641025,0.04308619368026573,0.05095748133722817,0.05636004529440638,0.05990773580365504,SP_ROC,8063571,observed,11408850
47.5,57,79,100.75,121.70000000000002,SP_Dur,8063571,observed,11408850
245.1,727.25,1260,1932.5,2776.0000000000005,SP_Mag,8063571,observed,11408850
146.29999999999998,180,216,242.75,256.8,SP_Tim,8063571,observed,11408850
49.2,60.75,146,183.75,209.70000000000005,Wet_BFL_Dur,8063571,observed,11408850
66.46,80.45,166.1,272.65,304.73,Wet_BFL_Mag_10,8063571,observed,11408850
130,234.125,510.75,692.75,805.9000000000001,Wet_BFL_Mag_50,8063571,observed,11408850
31.1,40.25,73.5,103.75,116.5,Wet_Tim,8063571,observed,11408850
84.8,92,104,121.5,132,Peak_Tim_10,8063571,observed,11408850
103,107.5,121.5,141.5,160,Peak_Tim_2,8063571,observed,11408850
105.4,109,111,112,133.89999999999998,Peak_Tim_5,8063571,observed,11408850
1,1,1,1,1,Peak_Dur_10,8063571,observed,11408850
1,3,6,6.5,8,Peak_Dur_2,8063571,observed,11408850
1.4,2,2,2,2.5999999999999996,Peak_Dur_5,8063571,observed,11408850
10477.000000000004,10477.000000000004,10477.000000000004,10477.000000000004,10477.000000000004,Peak_10,8063571,observed,11408850
3095,3095,3095,3095,3095,Peak_2,8063571,observed,11408850
7030,7030,7030,7030,7030,Peak_5,8063571,observed,11408850
1,1,1,1,1,Peak_Fre_10,8063571,observed,11408850
1,1.5,2,3,4,Peak_Fre_2,8063571,observed,11408850
1,1,1,2,2,Peak_Fre_5,8063571,observed,11408850
138,150,178,184,216,DS_Dur_WS,2666153,observed,11467600
215,220,244,259,265,DS_Tim,2666153,observed,11467600
13.5,15,16.5,23,24.5,DS_Mag_50,2666153,observed,11467600
31.90000000000001,36,60,70.5,85.50000000000006,DS_Mag_90,2666153,observed,11467600
1.4000000000000004,3,4,4,5,FA_Dur,2666153,observed,11467600
48.20528827502877,54.99695174947077,97.99941811199884,153.4881086073638,508.1929470739348,FA_Mag,2666153,observed,11467600
4.8000000000000025,11,21,27.5,39.8,FA_Tim,2666153,observed,11467600
0.03669724770642202,0.04009964641594342,0.04519918283963228,0.06666666666666667,0.07797537619699042,SP_ROC,2666153,observed,11467600
31,37,42,58,104,SP_Dur,2666153,observed,11467600
370,487,1030,1990,3540,SP_Mag,2666153,observed,11467600
147,180,197,201,212,SP_Tim,2666153,observed,11467600
114,124,148,158,168,Wet_BFL_Dur,2666153,observed,11467600
36,54.5,89.60000000000001,160.6,236.4,Wet_BFL_Mag_10,2666153,observed,11467600
152,188,293,580,774,Wet_BFL_Mag_50,2666153,observed,11467600
30,37,44,65,71,Wet_Tim,2666153,observed,11467600
80.39999999999999,81,82,94.5,102,Peak_Tim_10,2666153,observed,11467600
88.5,99,107,115,122,Peak_Tim_2,2666153,observed,11467600
80.8,82,95,107,111.2,Peak_Tim_5,2666153,observed,11467600
1,1,1,1,1,Peak_Dur_10,2666153,observed,11467600
1,1,2,3,3,Peak_Dur_2,2666153,observed,11467600
1,1,1,1,1,Peak_Dur_5,2666153,observed,11467600
16500,16500,16500,16500,16500,Peak_10,2666153,observed,11467600
8970,8970,8970,8970,8970,Peak_2,2666153,observed,11467600
14600,14600,14600,14600,14600,Peak_5,2666153,observed,11467600
1,1,1,1,1,Peak_Fre_10,2666153,observed,11467600
1,1,1,2,2,Peak_Fre_2,2666153,observed,11467600
1,1,1,1,1,Peak_Fre_5,2666153,observed,11467600
98,114,126,149,167.8,DS_Dur_WS,22226820,observed,11532500
246.6,260,273,287,299,DS_Tim,22226820,observed,11532500
269.6,291,326,356,405.4,DS_Mag_50,22226820,observed,11532500
469.7600000000001,527.2,614.8000000000004,860,1226.4,DS_Mag_90,22226820,observed,11532500
2,3,4,5,6,FA_Dur,22226820,observed,11532500
577.9977746311101,1001.7431954781216,1669.9949262483372,2712.487269270231,4719.976040958887,FA_Mag,22226820,observed,11532500
1.5,5.75,14,23.25,35.5,FA_Tim,22226820,observed,11532500
0.03320889068265682,0.03654251793379707,0.04227053140096618,0.04896675651392632,0.05282964289860842,SP_ROC,22226820,observed,11532500
27.6,37,48,60,93.40000000000002,SP_Dur,22226820,observed,11532500
3206,4780,7310,12800,19620.000000000004,SP_Mag,22226820,observed,11532500
183.6,196,221,240,251.4,SP_Tim,22226820,observed,11532500
145.6,158,179,203,220,Wet_BFL_Dur,22226820,observed,11532500
980.68,1196,1620,2168.0000000000005,2713.6000000000004,Wet_BFL_Mag_10,22226820,observed,11532500
2457,3250,4390,5080,6340,Wet_BFL_Mag_50,22226820,observed,11532500
13,25,34,50,64,Wet_Tim,22226820,observed,11532500
47.2,82,88,108,113.79999999999998,Peak_Tim_10,22226820,observed,11532500
62,74,95.5,109.5,143.8,Peak_Tim_2,22226820,observed,11532500
51.7,80.25,91,108.75,135.95,Peak_Tim_5,22226820,observed,11532500
1,1,1,1,2,Peak_Dur_10,22226820,observed,11532500
1,1,2,3,4,Peak_Dur_2,22226820,observed,11532500
1,1,2,2,2.3000000000000007,Peak_Dur_5,22226820,observed,11532500
92480,92480,92480,92480,92480,Peak_10,22226820,observed,11532500
53000,53000,53000,53000,53000,Peak_2,22226820,observed,11532500
71140,71140,71140,71140,71140,Peak_5,22226820,observed,11532500
1,1,1,1,1.1999999999999993,Peak_Fre_10,22226820,observed,11532500
1,1,1,2,2,Peak_Fre_2,22226820,observed,11532500
1,1,1,1.75,2,Peak_Fre_5,22226820,observed,11532500
