p10,p25,p50,p75,p90,metric,comid,result_type,gageid
30.799999999999997,65.5,112,169,275.40000000000003,DS_Dur_WS,22595293,observed,10255800
257.3,300,317.5,334.75,354.7,DS_Tim,22595293,observed,10255800
0.458,1.05,1.5,1.85,2.28,DS_Mag_50,22595293,observed,10255800
1.1,1.3199999999999998,2,2.5,3.16,DS_Mag_90,22595293,observed,10255800
3,4,4.5,6.5,9.5,FA_Dur,22595293,observed,10255800
2.1085866843332486,3.497589521374416,5.8148060994813875,6.446262859733608,15.302797087121608,FA_Mag,22595293,observed,10255800
11.5,19.75,38,54,57,FA_Tim,22595293,observed,10255800
0.04997996794871795,0.0586134453781512,0.07852564102564105,0.1250000000000001,0.18375,SP_ROC,22595293,observed,10255800
13,47.25,127,193.5,250.5,SP_Dur,22595293,observed,10255800
1.3,2.3,4.3,88,173.00000000000003,SP_Mag,22595293,observed,10255800
57,154,188,252,304,SP_Tim,22595293,observed,10255800
18,28,128,187,243,Wet_BFL_Dur,22595293,observed,10255800
0.30320000000000014,1.2,1.4,1.9,2.16,Wet_BFL_Mag_10,22595293,observed,10255800
0.8200000000000001,1.4,1.9,2.5,3.1800000000000006,Wet_BFL_Mag_50,22595293,observed,10255800
7.6,15,39,109,281.2,Wet_Tim,22595293,observed,10255800
193.6,262,309.5,319.25,319.7,Peak_Tim_10,22595293,observed,10255800
86.2,150,300,319,331,Peak_Tim_2,22595293,observed,10255800
40.2,100.5,300,319.5,335.6,Peak_Tim_5,22595293,observed,10255800
1,1,1,2.25,4.500000000000001,Peak_Dur_10,22595293,observed,10255800
1,1,1,2,2.8000000000000007,Peak_Dur_2,22595293,observed,10255800
1,1,1,1,3.0000000000000018,Peak_Dur_5,22595293,observed,10255800
197.2,197.2,197.2,197.2,197.2,Peak_10,22595293,observed,10255800
45,45,45,45,45,Peak_2,22595293,observed,10255800
110.20000000000002,110.20000000000002,110.20000000000002,110.20000000000002,110.20000000000002,Peak_5,22595293,observed,10255800
1,1,1,1.25,1.7000000000000002,Peak_Fre_10,22595293,observed,10255800
1,1,1,2,2,Peak_Fre_2,22595293,observed,10255800
1,1,1,1,1.4000000000000004,Peak_Fre_5,22595293,observed,10255800
101.4,126.25,151,189.5,219.00000000000009,DS_Dur_WS,22595619,observed,10255810
227.4,250,268,312,340.6,DS_Tim,22595619,observed,10255810
0,0,0,0,0.31500000000000017,DS_Mag_50,22595619,observed,10255810
0,0,0,0.5,1.160000000000001,DS_Mag_90,22595619,observed,10255810
4.6,5.5,7,11,18.40000000000001,FA_Dur,22595619,observed,10255810
2.353054245841603,2.8812839623774544,3.42802430342182,4.3684314221952665,5.470183402107775,FA_Mag,22595619,observed,10255810
7,10.5,19,48.5,57.400000000000006,FA_Tim,22595619,observed,10255810
0.07142857142857141,0.09318717838765016,0.125,0.19999999999999996,0.29166666666666663,SP_ROC,22595619,observed,10255810
27.6,71,92,129,163.60000000000002,SP_Dur,22595619,observed,10255810
1.2,2.1,4.4,16,45.8,SP_Mag,22595619,observed,10255810
129.6,154,165,188,212.8,SP_Tim,22595619,observed,10255810
36.6,64,101,133,164.40000000000003,Wet_BFL_Dur,22595619,observed,10255810
0,0,0.06000000000000014,0.6,1.388,Wet_BFL_Mag_10,22595619,observed,10255810
0.162,0.3,0.635,1.7,2.9360000000000017,Wet_BFL_Mag_50,22595619,observed,10255810
37.6,47,60,90,114.80000000000004,Wet_Tim,22595619,observed,10255810
124,143.25,151,155,230.75,Peak_Tim_10,22595619,observed,10255810
95.8,120,148,167,308.59999999999997,Peak_Tim_2,22595619,observed,10255810
150,150.75,154.5,308.875,322.59999999999997,Peak_Tim_5,22595619,observed,10255810
1,1.25,2,2.75,3.5,Peak_Dur_10,22595619,observed,10255810
1,2,6,13,36.19999999999999,Peak_Dur_2,22595619,observed,10255810
1,1,1.5,3.75,11.7,Peak_Dur_5,22595619,observed,10255810
93.79999999999998,93.79999999999998,93.79999999999998,93.79999999999998,93.79999999999998,Peak_10,22595619,observed,10255810
7.2,7.2,7.2,7.2,7.2,Peak_2,22595619,observed,10255810
42.60000000000003,42.60000000000003,42.60000000000003,42.60000000000003,42.60000000000003,Peak_5,22595619,observed,10255810
1,1,1.5,2,2.5,Peak_Fre_10,22595619,observed,10255810
1,1,3,4,5.199999999999999,Peak_Fre_2,22595619,observed,10255810
1,1,1,2.25,3,Peak_Fre_5,22595619,observed,10255810
35,67.5,103,137.5,188.2,DS_Dur_WS,22593689,observed,10257600
277,296.5,319,349.5,379.4,DS_Tim,22593689,observed,10257600
0,0.065,0.89,1.54,3.085000000000002,DS_Mag_50,22593689,observed,10257600
0,0.21299999999999997,1.3,1.9325,4.119999999999999,DS_Mag_90,22593689,observed,10257600
2.4,3,4,4,6.399999999999999,FA_Dur,22593689,observed,10257600
1.6142083436234578,2.337672216498771,2.683252785497174,2.907196724803962,3.791571868917478,FA_Mag,22593689,observed,10257600
43.2,48,67,67,70,FA_Tim,22593689,observed,10257600
0.02393827160493825,0.04120879120879124,0.06250000000000006,0.10670861997081509,0.1791666666666667,SP_ROC,22593689,observed,10257600
50.5,87,132,177,220.5,SP_Dur,22593689,observed,10257600
1.04,1.5,4.2,6.52,39,SP_Mag,22593689,observed,10257600
95,143,165,227,291,SP_Tim,22593689,observed,10257600
37.3,64.25,112,156.25,219.4000000000001,Wet_BFL_Dur,22593689,observed,10257600
0,0,0.7549999999999999,1.6825000000000006,3.0230000000000015,Wet_BFL_Mag_10,22593689,observed,10257600
0.07100000000000001,0.3975,1.6625,4.302499999999999,9.090000000000002,Wet_BFL_Mag_50,22593689,observed,10257600
21.1,44.5,83.5,112.75,135.80000000000004,Wet_Tim,22593689,observed,10257600
127,131.5,135,138.5,146.89999999999998,Peak_Tim_10,22593689,observed,10257600
88.85000000000001,113.375,133.5,182.5,271.99999999999994,Peak_Tim_2,22593689,observed,10257600
113.8,123.25,138,214.75,296.09999999999997,Peak_Tim_5,22593689,observed,10257600
2.8,4,4,5,16.999999999999993,Peak_Dur_10,22593689,observed,10257600
1,1.75,4.5,71.5,134.9,Peak_Dur_2,22593689,observed,10257600
1,1,2.5,10.25,35.9,Peak_Dur_5,22593689,observed,10257600
69.5,69.5,69.5,69.5,69.5,Peak_10,22593689,observed,10257600
8.399999999999999,8.399999999999999,8.399999999999999,8.399999999999999,8.399999999999999,Peak_2,22593689,observed,10257600
34.20000000000002,34.20000000000002,34.20000000000002,34.20000000000002,34.20000000000002,Peak_5,22593689,observed,10257600
1.4,2,2,4,4,Peak_Fre_10,22593689,observed,10257600
1,1,2,3,5.399999999999999,Peak_Fre_2,22593689,observed,10257600
1,1,1,2,4.1,Peak_Fre_5,22593689,observed,10257600
60,87,108,149,176,DS_Dur_WS,22592131,observed,10259000
265.5,287.25,311,330.75,340,DS_Tim,22592131,observed,10259000
0.48,0.7,0.95,1.6,2.4,DS_Mag_50,22592131,observed,10259000
0.838,1.1,1.32,1.95,3.3400000000000003,DS_Mag_90,22592131,observed,10259000
2,2.5,4,7,8.2,FA_Dur,22592131,observed,10259000
1.462715647528397,1.8460974603447295,2.8629063933233994,5.820536436936013,8.606237208969436,FA_Mag,22592131,observed,10259000
11.8,18,40,56.5,63.8,FA_Tim,22592131,observed,10259000
0.02958462649700906,0.03731076955272297,0.05137631975867274,0.08203124999999994,0.1166666666666666,SP_ROC,22592131,observed,10259000
93.6,127,155,178,199,SP_Dur,22592131,observed,10259000
2.3290000000000006,3.65,6.24,24.25,46.50000000000003,SP_Mag,22592131,observed,10259000
103,133.5,155,188,205,SP_Tim,22592131,observed,10259000
30.200000000000003,64.25,96.5,130.25,163.7,Wet_BFL_Dur,22592131,observed,10259000
0.903,1.102,1.5,2.0549999999999997,3.018,Wet_BFL_Mag_10,22592131,observed,10259000
1.301,1.585,2.25,3.85,6.89,Wet_BFL_Mag_50,22592131,observed,10259000
18.4,32,53,81.5,114.4,Wet_Tim,22592131,observed,10259000
61.10000000000001,77.75,101.75,132.625,137.2,Peak_Tim_10,22592131,observed,10259000
82.4,104,128,150,200.7999999999999,Peak_Tim_2,22592131,observed,10259000
71.2,86.5,114,136.5,151.6,Peak_Tim_5,22592131,observed,10259000
1,1.75,2.5,3,3.5999999999999996,Peak_Dur_10,22592131,observed,10259000
1,1,2,7,24.19999999999999,Peak_Dur_2,22592131,observed,10259000
1,1,2,4.5,7,Peak_Dur_5,22592131,observed,10259000
111.7,111.7,111.7,111.7,111.7,Peak_10,22592131,observed,10259000
18,18,18,18,18,Peak_2,22592131,observed,10259000
63.8,63.8,63.8,63.8,63.8,Peak_5,22592131,observed,10259000
1,1,1,1.25,2,Peak_Fre_10,22592131,observed,10259000
1,1,1,3,4.399999999999999,Peak_Fre_2,22592131,observed,10259000
1,1,1,2,2.5999999999999996,Peak_Fre_5,22592131,observed,10259000
182.2,201,226,238,257.6,DS_Dur_WS,10744456,observed,10295500
308.20000000000005,319.5,331,341.5,350.6,DS_Tim,10744456,observed,10295500
12,14.2,18,23,25.60000000000001,DS_Mag_50,10744456,observed,10295500
16.2,22,26.22,33,41.8,DS_Mag_90,10744456,observed,10295500
2,3,4,5,6.200000000000001,FA_Dur,10744456,observed,10295500
38.23899611831558,42.884785049726766,50.709103728276474,62.78514316906483,81.18041186630882,FA_Mag,10744456,observed,10295500
9.000000000000002,38,45,54,59.60000000000001,FA_Tim,10744456,observed,10295500
0.04100920058180495,0.04568908903274228,0.05102040816326531,0.05637254901960784,0.0645,SP_ROC,10744456,observed,10295500
47.4,56,65,76,83.80000000000001,SP_Dur,10744456,observed,10295500
104.4,165,218,298,382.4,SP_Mag,10744456,observed,10295500
244.2,254,261,272.5,283,SP_Tim,10744456,observed,10295500
50.50000000000001,60.25,76.5,90,119.70000000000005,Wet_BFL_Dur,10744456,observed,10295500
24.27,29.015,35.8,52.75,62.47200000000002,Wet_BFL_Mag_10,10744456,observed,10295500
43.8,67.25,98,140.5,192.8,Wet_BFL_Mag_50,10744456,observed,10295500
156.5,177,186.5,193,210.40000000000003,Wet_Tim,10744456,observed,10295500
88,100.25,175,235.5,255.5,Peak_Tim_10,10744456,observed,10295500
226.5,237,244,252.625,263.2,Peak_Tim_2,10744456,observed,10295500
93,175.5,241,247.5,269.5,Peak_Tim_5,10744456,observed,10295500
1,1,1,3.25,4,Peak_Dur_10,10744456,observed,10295500
2.7,5.75,15.5,28.75,53,Peak_Dur_2,10744456,observed,10295500
1,1,2,7.5,9,Peak_Dur_5,10744456,observed,10295500
532.6000000000001,532.6000000000001,532.6000000000001,532.6000000000001,532.6000000000001,Peak_10,10744456,observed,10295500
264,264,264,264,264,Peak_2,10744456,observed,10295500
437.8,437.8,437.8,437.8,437.8,Peak_5,10744456,observed,10295500
1,1,1,1,1,Peak_Fre_10,10744456,observed,10295500
1,1,2,3,4,Peak_Fre_2,10744456,observed,10295500
1,1,1,1.5,2,Peak_Fre_5,10744456,observed,10295500
180,205.5,228,237,242,DS_Dur_WS,8922761,observed,10308783
277.5,284.25,297.5,303.75,306,DS_Tim,8922761,observed,10308783
0.07,0.07,0.08,0.09,0.14,DS_Mag_50,8922761,observed,10308783
0.11,0.125,0.17,0.23,0.7380000000000001,DS_Mag_90,8922761,observed,10308783
NA,NA,NA,NA,NA,FA_Dur,8922761,observed,10308783
NA,NA,NA,NA,NA,FA_Mag,8922761,observed,10308783
NA,NA,NA,NA,NA,FA_Tim,8922761,observed,10308783
0.05984184776425079,0.06343651419558363,0.08783143939393939,0.1043673012318029,0.1132631991660117,SP_ROC,8922761,observed,10308783
55.599999999999994,67.5,78,97.5,98.7,SP_Dur,8922761,observed,10308783
1.304,1.6749999999999998,3.75,13.6,16.38,SP_Mag,8922761,observed,10308783
199,204,214,223,227.4,SP_Tim,8922761,observed,10308783
44,49,70,84.5,101,Wet_BFL_Dur,8922761,observed,10308783
0.08,0.106,0.17,0.27649999999999997,0.6496,Wet_BFL_Mag_10,8922761,observed,10308783
0.18000000000000002,0.355,0.88,3.4875,4.65,Wet_BFL_Mag_50,8922761,observed,10308783
116,130,151,153.5,160.2,Wet_Tim,8922761,observed,10308783
196.4,201.5,210,214,216.4,Peak_Tim_10,8922761,observed,10308783
170,177.5,185,197.5,204.5,Peak_Tim_2,8922761,observed,10308783
197.8,205,208,209,219.8,Peak_Tim_5,8922761,observed,10308783
1.4,2,3,16,23.799999999999997,Peak_Dur_10,8922761,observed,10308783
2,8,34,60,79,Peak_Dur_2,8922761,observed,10308783
1.7999999999999998,3,5,5,20.599999999999987,Peak_Dur_5,8922761,observed,10308783
15.3,15.3,15.3,15.3,15.3,Peak_10,8922761,observed,10308783
2.22,2.22,2.22,2.22,2.22,Peak_2,8922761,observed,10308783
13.1,13.1,13.1,13.1,13.1,Peak_5,8922761,observed,10308783
1,1,1,1.5,1.7999999999999998,Peak_Fre_10,8922761,observed,10308783
1,1,2,2,3,Peak_Fre_2,8922761,observed,10308783
1,1,1,2,2,Peak_Fre_5,8922761,observed,10308783
122.3,182,217,237,262.2,DS_Dur_WS,8924041,observed,10310000
285.6,297,311,334,345.20000000000005,DS_Tim,8924041,observed,10310000
15.82,19.375,28,35.0625,46.599999999999994,DS_Mag_50,8924041,observed,10310000
25.97,29.4275,47.900000000000006,65.25,84.97900000000001,DS_Mag_90,8924041,observed,10310000
2,3,3.5,6,8,FA_Dur,8924041,observed,10310000
41.67583122858993,55.49588030610159,93.57378451623003,131.29327560894427,264.16071674063755,FA_Mag,8924041,observed,10310000
9.4,15.75,31,48,60.60000000000001,FA_Tim,8924041,observed,10310000
0.04469497523000707,0.05004864234870304,0.05798319327731093,0.06666666666666667,0.08002283222871459,SP_ROC,8924041,observed,10310000
49,60,72,90,111.6,SP_Dur,8924041,observed,10310000
198.40000000000003,318,488,731,912,SP_Mag,8924041,observed,10310000
218.8,228,237,247,259.4,SP_Tim,8924041,observed,10310000
45,56,74,100,158.8,Wet_BFL_Dur,8924041,observed,10310000
30,42.7,64,98,121.4,Wet_BFL_Mag_10,8924041,observed,10310000
87.4,134.5,206,300,409.1000000000002,Wet_BFL_Mag_50,8924041,observed,10310000
75.6,142,162,179,189.2,Wet_Tim,8924041,observed,10310000
77.60000000000001,83,92,188,230.4,Peak_Tim_10,8924041,observed,10310000
189,210,221.5,231.5,244,Peak_Tim_2,8924041,observed,10310000
82.1,91.25,201,228,236.7,Peak_Tim_5,8924041,observed,10310000
1,1,1,2,3.1999999999999993,Peak_Dur_10,8924041,observed,10310000
1,5,11,19,40.6,Peak_Dur_2,8924041,observed,10310000
1,1,1.5,4.75,8.900000000000002,Peak_Dur_5,8924041,observed,10310000
1618.0000000000002,1618.0000000000002,1618.0000000000002,1618.0000000000002,1618.0000000000002,Peak_10,8924041,observed,10310000
611,611,611,611,611,Peak_2,8924041,observed,10310000
1082.0000000000002,1082.0000000000002,1082.0000000000002,1082.0000000000002,1082.0000000000002,Peak_5,8924041,observed,10310000
1,1,1,1,1.1999999999999993,Peak_Fre_10,8924041,observed,10310000
1,1,2,4,4,Peak_Fre_2,8924041,observed,10310000
1,1,1,1,3.3000000000000007,Peak_Fre_5,8924041,observed,10310000
196,222,234,254,259,DS_Dur_WS,8943705,observed,10336580
294,303,311,323,334,DS_Tim,8943705,observed,10336580
3.28,3.5,4.54,5.4,12,DS_Mag_50,8943705,observed,10336580
6.468000000000001,10.231999999999994,13,24,30.419999999999995,DS_Mag_90,8943705,observed,10336580
2,2,2.5,4,5,FA_Dur,8943705,observed,10336580
7.793718776460453,15.855852038333758,28.03030758905017,40.46727589501475,112.28019115621444,FA_Mag,8943705,observed,10336580
18.5,26.5,37,49,61,FA_Tim,8943705,observed,10336580
0.05634920634920634,0.0610655398127434,0.06716791979949874,0.07204602271015931,0.07692307692307689,SP_ROC,8943705,observed,10336580
50,61,65,70,80,SP_Dur,8943705,observed,10336580
127,198,228,314,389,SP_Mag,8943705,observed,10336580
232,234,246,254,267,SP_Tim,8943705,observed,10336580
48,50,67,78,91,Wet_BFL_Dur,8943705,observed,10336580
14.92,17.6,21.74,32.35,42,Wet_BFL_Mag_10,8943705,observed,10336580
48,57.4,78.2,113,141,Wet_BFL_Mag_50,8943705,observed,10336580
154,169,183,194,196,Wet_Tim,8943705,observed,10336580
119,159.5,227,249,262.2,Peak_Tim_10,8943705,observed,10336580
220,226,235,242.5,253,Peak_Tim_2,8943705,observed,10336580
91.4,92,227,231,255,Peak_Tim_5,8943705,observed,10336580
1.2,1.5,2,2,2,Peak_Dur_10,8943705,observed,10336580
2,3,5,13,17,Peak_Dur_2,8943705,observed,10336580
1,1,1,2,2,Peak_Dur_5,8943705,observed,10336580
489,489,489,489,489,Peak_10,8943705,observed,10336580
316,316,316,316,316,Peak_2,8943705,observed,10336580
447,447,447,447,447,Peak_5,8943705,observed,10336580
1,1,1,1,1,Peak_Fre_10,8943705,observed,10336580
1,1,1,2.5,3,Peak_Fre_2,8943705,observed,10336580
1,1,1,1,1,Peak_Fre_5,8943705,observed,10336580
111.5,159.25,208,234,250.5,DS_Dur_WS,8943685,observed,10336600
293,299,318,328,334.5,DS_Tim,8943685,observed,10336600
4.699999999999999,8.125,11.5,14,17,DS_Mag_50,8943685,observed,10336600
13,16.225,24,33.349999999999994,44,DS_Mag_90,8943685,observed,10336600
2,3,3,5,5.800000000000001,FA_Dur,8943685,observed,10336600
14.397758104962742,25.997325089020027,45.9855329141966,54.8352641591516,181.29119100459425,FA_Mag,8943685,observed,10336600
8,19,33,48,56.6,FA_Tim,8943685,observed,10336600
0.05572791837991162,0.0588235294117647,0.0625,0.06965497114664551,0.07410683768508686,SP_ROC,8943685,observed,10336600
46,50.25,61,74.5,80.5,SP_Dur,8943685,observed,10336600
194,251.5,397,501.75,567.5,SP_Mag,8943685,observed,10336600
237,242.5,252,260.75,272,SP_Tim,8943685,observed,10336600
54,57.5,83.5,147.25,201.5,Wet_BFL_Dur,8943685,observed,10336600
26.9,32.25,44.5,59.175,107.3,Wet_BFL_Mag_10,8943685,observed,10336600
53.25,71.25,109.5,147.625,353.25,Wet_BFL_Mag_50,8943685,observed,10336600
54,101.5,169.5,181.75,204,Wet_Tim,8943685,observed,10336600
90.8,102.5,122,187.5,226.79999999999995,Peak_Tim_10,8943685,observed,10336600
89.3,118.5,221,241.875,256.15000000000003,Peak_Tim_2,8943685,observed,10336600
93.5,105.25,115.5,149,205.5,Peak_Tim_5,8943685,observed,10336600
1.2,1.5,2,2,2,Peak_Dur_10,8943685,observed,10336600
1,1,3,10,21.4,Peak_Dur_2,8943685,observed,10336600
1,1.25,2,2,3.5,Peak_Dur_5,8943685,observed,10336600
862,862,862,862,862,Peak_10,8943685,observed,10336600
525,525,525,525,525,Peak_2,8943685,observed,10336600
710,710,710,710,710,Peak_5,8943685,observed,10336600
1,1,1,1,1,Peak_Fre_10,8943685,observed,10336600
1,1,1.5,2,3,Peak_Fre_2,8943685,observed,10336600
1,1,1,1.75,2.5,Peak_Fre_5,8943685,observed,10336600
141.6,206.75,240.5,253.5,268.4,DS_Dur_WS,8941733,observed,10336645
267.9,273.75,281,292.25,301.90000000000003,DS_Tim,8941733,observed,10336645
0.8190000000000001,0.94125,1.3275,1.89,3.41,DS_Mag_50,8941733,observed,10336645
1.67,2.846250000000002,4.775,8.0375,11.300000000000004,DS_Mag_90,8941733,observed,10336645
2,2,4,6.25,8.900000000000002,FA_Dur,8941733,observed,10336645
2.583113673189384,3.399242250247941,4.289673269313123,9.120147737816954,48.96931289581155,FA_Mag,8941733,observed,10336645
9.3,19.75,32,53,63.8,FA_Tim,8941733,observed,10336645
0.07965000965525644,0.08333333333333331,0.09199134199134204,0.10199110235996511,0.1125707547169812,SP_ROC,8941733,observed,10336645
35.9,40.75,47,54.25,59,SP_Dur,8941733,observed,10336645
54.28,73.225,101.5,162,192.5,SP_Mag,8941733,observed,10336645
215.9,222.75,233,244.75,259,SP_Tim,8941733,observed,10336645
46.400000000000006,64.75,83,118.25,175.8,Wet_BFL_Dur,8941733,observed,10336645
5.744,6.800000000000001,10.115,13.82,22.06,Wet_BFL_Mag_10,8941733,observed,10336645
11.85,18.75,28.825,46,57.920000000000016,Wet_BFL_Mag_50,8941733,observed,10336645
43.9,112.5,154.5,170.5,178.90000000000003,Wet_Tim,8941733,observed,10336645
91.3,91.75,100.25,110.25,113.4,Peak_Tim_10,8941733,observed,10336645
91,171,223.5,239.5,246.6,Peak_Tim_2,8941733,observed,10336645
87.4,91.75,132,198,228.6,Peak_Tim_5,8941733,observed,10336645
1,1,1.5,2.25,2.7,Peak_Dur_10,8941733,observed,10336645
1,2,5,6,8.70000000000001,Peak_Dur_2,8941733,observed,10336645
1,1,1.5,3.25,4,Peak_Dur_5,8941733,observed,10336645
408.90000000000015,408.90000000000015,408.90000000000015,408.90000000000015,408.90000000000015,Peak_10,8941733,observed,10336645
161.5,161.5,161.5,161.5,161.5,Peak_2,8941733,observed,10336645
278.8000000000001,278.8000000000001,278.8000000000001,278.8000000000001,278.8000000000001,Peak_5,8941733,observed,10336645
1,1,1.5,2,2,Peak_Fre_10,8941733,observed,10336645
1,1,2,3,4.100000000000001,Peak_Fre_2,8941733,observed,10336645
1,1,1,2,2.3,Peak_Fre_5,8941733,observed,10336645
116.2,167,215.5,236.5,253.3,DS_Dur_WS,8941693,observed,10336660
285.9,296,305.5,315,325.3,DS_Tim,8941693,observed,10336660
1.809,2.48875,3.58,4.220000000000001,7.42,DS_Mag_50,8941693,observed,10336660
3.298,5.73675,10.915000000000004,16.587500000000002,24.08,DS_Mag_90,8941693,observed,10336660
2,2,3,4,5,FA_Dur,8941693,observed,10336660
6.495192093450106,9.932233553001955,17.37358393154844,26.97311809378933,111.83362740697008,FA_Mag,8941693,observed,10336660
10.4,21,34,48,63.60000000000001,FA_Tim,8941693,observed,10336660
0.05832292707292709,0.06237022425249169,0.06802756067461957,0.07423371647509584,0.07702429149797571,SP_ROC,8941693,observed,10336660
46.900000000000006,54.75,60,66,73.10000000000001,SP_Dur,8941693,observed,10336660
84,111.5,190.5,268,313.6,SP_Mag,8941693,observed,10336660
226.9,234,244,256.25,265,SP_Tim,8941693,observed,10336660
53.8,68.75,89.5,127.25,193.7,Wet_BFL_Dur,8941693,observed,10336660
9.9737,15.975,21.79,30.397500000000004,38.89000000000001,Wet_BFL_Mag_10,8941693,observed,10336660
25.9,39.275000000000006,65,92,104.55,Wet_BFL_Mag_50,8941693,observed,10336660
46.2,116.25,155.5,173.75,183.5,Wet_Tim,8941693,observed,10336660
81,84.25,91.5,107,117,Peak_Tim_10,8941693,observed,10336660
89.2,130.75,215,236.75,246.6,Peak_Tim_2,8941693,observed,10336660
91.1,101,112,153.25,185.8,Peak_Tim_5,8941693,observed,10336660
1,1,1,1.75,2.5,Peak_Dur_10,8941693,observed,10336660
1,2,4,7.5,20,Peak_Dur_2,8941693,observed,10336660
1,1,2,3,3,Peak_Dur_5,8941693,observed,10336660
930,930,930,930,930,Peak_10,8941693,observed,10336660
290,290,290,290,290,Peak_2,8941693,observed,10336660
593.4000000000001,593.4000000000001,593.4000000000001,593.4000000000001,593.4000000000001,Peak_5,8941693,observed,10336660
1,1,1,1,1,Peak_Fre_10,8941693,observed,10336660
1,1,2,2.75,3.1000000000000014,Peak_Fre_2,8941693,observed,10336660
1,1,1,2,2,Peak_Fre_5,8941693,observed,10336660
112,169.25,217.5,235.25,256,DS_Dur_WS,8941685,observed,10336676
287,296,304,315.5,331,DS_Tim,8941685,observed,10336676
0.8734999999999999,1.4,2,2.9975000000000005,4.6600000000000055,DS_Mag_50,8941685,observed,10336676
2.354,3.3925,6.9,12.2125,16.870000000000015,DS_Mag_90,8941685,observed,10336676
2,2.25,4,5,6,FA_Dur,8941685,observed,10336676
2.481837597134195,5.2856701736095495,8.151688960367075,16.979498331159643,35.773604823046156,FA_Mag,8941685,observed,10336676
4.7,18.25,28.5,41.75,58.400000000000034,FA_Tim,8941685,observed,10336676
0.06623188405797101,0.07073802463906245,0.07537828276638481,0.08000285551113653,0.08387681159420288,SP_ROC,8941685,observed,10336676
53,56.75,63.5,70,81,SP_Dur,8941685,observed,10336676
52.120000000000005,76.425,155,235,281.6,SP_Mag,8941685,observed,10336676
223.7,230,240.5,252.25,263.3,SP_Tim,8941685,observed,10336676
52.7,69,84,127.75,200,Wet_BFL_Dur,8941685,observed,10336676
6.589300000000001,10.035,15.29,23.6,31.532000000000004,Wet_BFL_Mag_10,8941685,observed,10336676
18.4,26.75,43.95,63.575,85.45000000000007,Wet_BFL_Mag_50,8941685,observed,10336676
39,114.25,154.5,177.25,189.3,Wet_Tim,8941685,observed,10336676
83.8,91,92,99,102,Peak_Tim_10,8941685,observed,10336676
116.65,160.375,223.5,245.25,251.25,Peak_Tim_2,8941685,observed,10336676
89.8,93.75,126.5,218,232.3,Peak_Tim_5,8941685,observed,10336676
1,1,1,1,1.5999999999999996,Peak_Dur_10,8941685,observed,10336676
1,2,4,8,14.4,Peak_Dur_2,8941685,observed,10336676
1,1,2,2.75,4,Peak_Dur_5,8941685,observed,10336676
707.6,707.6,707.6,707.6,707.6,Peak_10,8941685,observed,10336676
235.5,235.5,235.5,235.5,235.5,Peak_2,8941685,observed,10336676
418.00000000000006,418.00000000000006,418.00000000000006,418.00000000000006,418.00000000000006,Peak_5,8941685,observed,10336676
1,1,1,1,1,Peak_Fre_10,8941685,observed,10336676
1,1,2,3,4.699999999999999,Peak_Fre_2,8941685,observed,10336676
1,1,1,1.75,3,Peak_Fre_5,8941685,observed,10336676
149.6,219.5,232,248,254.6,DS_Dur_WS,8944527,observed,10336770
299.2,308,320,327,338.6,DS_Tim,8944527,observed,10336770
3.38,4.045,4.3,5.9,6.909999999999999,DS_Mag_50,8944527,observed,10336770
4.22,4.8965,5.96,7.769999999999999,11,DS_Mag_90,8944527,observed,10336770
2.7,3,3,5,8,FA_Dur,8944527,observed,10336770
8.468226967557126,10.252358224021322,12.10571241898133,19.241517912857617,24.4654755069804,FA_Mag,8944527,observed,10336770
21.4,33.25,43,57.5,65,FA_Tim,8944527,observed,10336770
0.01970649334567271,0.02661279333399051,0.04015462976525914,0.05128205128205124,0.05919117647058824,SP_ROC,8944527,observed,10336770
49,53.75,70.5,81,91,SP_Dur,8944527,observed,10336770
16.35,21.6,44,65.35,73.56000000000003,SP_Mag,8944527,observed,10336770
233.7,235.75,249.5,256,265.90000000000003,SP_Tim,8944527,observed,10336770
43.599999999999994,47.5,60,76.5,122.19999999999996,Wet_BFL_Dur,8944527,observed,10336770
4.996,5.665500000000001,7.520000000000002,10.28,14.599999999999998,Wet_BFL_Mag_10,8944527,observed,10336770
9.838,11.525,14.7,21.2,43.8,Wet_BFL_Mag_50,8944527,observed,10336770
136.99999999999997,167.5,189,198,214.6,Wet_Tim,8944527,observed,10336770
231.8,237.5,247,256.5,262.2,Peak_Tim_10,8944527,observed,10336770
222.5,234.5,239.25,244.75,248.2,Peak_Tim_2,8944527,observed,10336770
225.9,227.25,233,242,249.2,Peak_Tim_5,8944527,observed,10336770
12.2,12.5,13,13.5,13.8,Peak_Dur_10,8944527,observed,10336770
9.8,14.5,24.5,32.25,49.2,Peak_Dur_2,8944527,observed,10336770
1.3,1.75,13,24.25,24.7,Peak_Dur_5,8944527,observed,10336770
92.20000000000006,92.20000000000006,92.20000000000006,92.20000000000006,92.20000000000006,Peak_10,8944527,observed,10336770
48.5,48.5,48.5,48.5,48.5,Peak_2,8944527,observed,10336770
81,81,81,81,81,Peak_5,8944527,observed,10336770
1.2000000000000002,1.5,2,2.5,2.8,Peak_Fre_10,8944527,observed,10336770
1,1,2,2,3.0999999999999996,Peak_Fre_2,8944527,observed,10336770
1,1,2,3,3,Peak_Fre_5,8944527,observed,10336770
94.2,163,198,215,230,DS_Dur_WS,8944453,observed,10336780
